City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
795,Kalmunai,LK,76.96,overcast clouds,7.4167,81.8167,VS Villa
800,Banda Aceh,ID,78.21,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
814,Portobelo,PA,81.05,overcast clouds,9.55,-79.65,Scuba Portobelo
820,Mabaruma,GY,75.42,light rain,8.2,-59.7833,Monty Brooms Guest House
822,Gewane,ET,76.46,scattered clouds,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
824,Hobyo,SO,80.13,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
828,Oriximina,BR,87.17,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
832,Salta,AR,84.79,few clouds,-24.7859,-65.4117,Hotel Alejandro I
836,West Bay,KY,86.07,few clouds,19.3667,-81.4167,Calypso Cove
840,Tame,CO,79.36,broken clouds,6.461,-71.73,Hospedaje Santa Ana
842,Salto,UY,86.16,clear sky,-31.3833,-57.9667,Gran Hotel Uruguay
846,Olinda,BR,80.33,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
852,Linguere,SN,84.22,overcast clouds,15.3953,-15.1193,AYO Casablanca
854,Saint Pete Beach,US,81.25,clear sky,27.7253,-82.7412,Sirata Beach Resort
860,Linhares,BR,75.49,overcast clouds,-19.3911,-40.0722,Hotel Conceição
864,Altamira,BR,87.89,scattered clouds,-3.2033,-52.2064,Requinte Hotel
870,Port Antonio,JM,84.99,clear sky,18.18,-76.4612,The Trident Hotel
876,San Rafael,AR,86.7,broken clouds,-34.6177,-68.3301,Hotel San Rafael
880,Breves,BR,80.26,broken clouds,-1.6822,-50.4803,Hotel e Restaurante Grill
883,Maragogi,BR,77.13,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
888,Boa Vista,BR,89.58,few clouds,2.8197,-60.6733,Aipana Plaza Hotel
889,Segou,ML,83.12,overcast clouds,13.4317,-6.2157,Comme chez soi
890,Libreville,GA,77.16,moderate rain,0.3925,9.4537,Hotel Kreg Le Patio
893,Villavicencio,CO,77.29,overcast clouds,4.142,-73.6266,Hotel del Llano
897,Santa Luzia,BR,75.34,fog,-19.7697,-43.8514,Pousada Chao Earth
904,Porbandar,IN,77.45,clear sky,21.6422,69.6093,Lords Inn Porbandar
906,Weligama,LK,75.25,moderate rain,5.9667,80.4167,Weligama Bay Resort
917,Takaungu,KE,79.29,moderate rain,-3.6837,39.8566,Takaungu House
924,Wukari,NG,76.03,overcast clouds,7.85,9.7833,Elimtop
931,Bauru,BR,88.74,clear sky,-22.3147,-49.0606,Astor Hotel
934,Bol,TD,77.25,clear sky,13.4586,14.7147,Harrouni camp de passage
935,Mitsamiouli,KM,78.1,overcast clouds,-11.3847,43.2844,Foyer ADM
940,Marigot,MF,82.49,scattered clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
941,Corn Island,NI,82.33,overcast clouds,12.1694,-83.0418,Big Fish Guest House
953,Sao Joao Da Barra,BR,78.89,light rain,-21.6403,-41.0511,Pousada Porto De Canoas
954,Posse,BR,76.42,overcast clouds,-14.0931,-46.3694,Pousada das Palmeiras
959,Mayumba,GA,77.45,overcast clouds,-3.432,10.6554,LIKWALE LODGE
965,Rio Grande,BR,84.31,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
968,Macaubas,BR,75.54,light rain,-13.0194,-42.6986,Hotel Portal
970,Conceicao Do Araguaia,BR,79.79,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
975,Mercedes,AR,77.9,clear sky,-34.6515,-59.4307,Posada del Inti Centro
986,Ambalema,CO,84.61,overcast clouds,4.7841,-74.7627,Hotel San Gabriel
994,Dwarka,IN,78.84,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
1003,Kismayo,SO,77.88,light rain,-0.3582,42.5454,Agan-Hotel
1007,Padang,ID,75.43,light rain,-0.9492,100.3543,Mercure Padang
1008,Whithorn,JM,83.44,broken clouds,18.2604,-78.0378,Sunset Heal
1010,Buchanan,LR,75.42,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
1011,Manavalakurichi,IN,77.4,heavy intensity rain,8.1333,77.3,Jebinrio home
1013,Mana,GF,79.81,broken clouds,5.6592,-53.7767,LE SAMANA
1015,Contamana,PE,83.39,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
1018,Sao Miguel Do Araguaia,BR,80.74,moderate rain,-13.275,-50.1628,Hotel Executivo Palace
1020,Upata,VE,77.2,broken clouds,8.0086,-62.3989,Posada Villa Nela
1028,Porto Walter,BR,89.37,moderate rain,-8.2686,-72.7439,Hotel Silva
1029,Totness,SR,80.04,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
1031,Ndioum,SN,82.29,broken clouds,16.5129,-14.6471,l'hôtel samassa
1033,Concepcion Del Uruguay,AR,80.11,clear sky,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
1034,Cravo Norte,CO,81.41,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
1052,Jawhar,SO,75.04,clear sky,2.7809,45.5005,Hotel Shabelle
1054,Lagunas,PE,75.15,light rain,-5.2269,-75.6753,Hospedaje Eco
1056,Moussoro,TD,77.27,clear sky,13.6408,16.4901,Pharmacie alnadja Moussoro
1058,Morrinhos,BR,78.28,overcast clouds,-17.7311,-49.0994,"Hotel Aguia - Hotel, Per Noite, Hotel Morrinhos"
1063,Pauini,BR,79.38,moderate rain,-7.7136,-66.9764,Casa do Kiwliks
1072,Itanhem,BR,75.02,overcast clouds,-17.1664,-40.33,Hotel Resende
1078,Dakar,SN,78.93,clear sky,14.6937,-17.4441,Novotel Dakar
1081,Areia Branca,BR,82.6,clear sky,-4.9561,-37.1369,Areia Branca Apart Hotel
1089,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
1096,Talca,CL,85.77,few clouds,-35.4333,-71.6667,Casa de Huespedes Marbargla
1101,Puerto Colombia,CO,86.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
1106,Diamantino,BR,82.85,overcast clouds,-14.4086,-56.4461,Hotel Delta
1111,Ilheus,BR,78.62,scattered clouds,-14.7889,-39.0494,Barravento Hotel
1112,Tonj,SS,78.96,broken clouds,7.2737,28.6822,Lakan Hotel
1116,Los Andes,CL,84.0,broken clouds,-32.8337,-70.5983,Hotel Los Andes
1118,Puerto Narino,CO,75.83,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
1120,Mogadishu,SO,78.69,light rain,2.0371,45.3438,Hotel Juba
1121,Soyo,AO,77.23,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
1124,San Clemente,US,76.26,clear sky,33.427,-117.612,Casablanca Inn
1132,Grand-Santi,GF,79.66,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
1137,Manjeri,IN,75.88,mist,11.1167,76.1167,ITTC
1138,Savalou,BJ,78.62,broken clouds,7.9281,1.9756,Hotel F&F
1144,Mozarlandia,BR,82.42,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
1152,Bani,DO,80.04,light rain,18.2833,-70.3333,Hospedaje Henriquez
1153,Belem,BR,86.04,scattered clouds,-1.4558,-48.5044,Mercure Belém Boulevard
1155,Korhogo,CI,76.73,broken clouds,9.45,-5.6333,Hôtel Tchinbota
1158,Bayeux,BR,79.43,broken clouds,-7.125,-34.9322,Infinity Motel
1165,Bom Jesus Da Lapa,BR,78.1,light rain,-13.255,-43.4181,Hotel das Nações
1169,Santo Antonio Do Ica,BR,83.88,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
1171,Joao Camara,BR,76.1,few clouds,-5.5375,-35.8197,Pousada Miguel Teixeira
1172,Conceicao Da Barra,BR,76.62,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
1185,Bahia Blanca,AR,80.92,clear sky,-38.7196,-62.2724,Hotel Argos
1186,Limbe,CM,78.21,light rain,4.0242,9.2149,The LK Hotel at Bonadikombo
1187,Ler,SS,77.23,few clouds,8.3018,30.1418,Leer Humanitarian Hub
1203,Cururupu,BR,75.29,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1205,Uaua,BR,76.87,overcast clouds,-9.8414,-39.4817,Hotel Uauá
1209,Camapua,BR,80.19,few clouds,-19.5314,-54.0439,Comercial Estrela
1211,Kita,ML,84.13,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
1216,Ipanema,BR,80.58,clear sky,-30.1391,-51.2244,Terra e Brisa
1218,Tocache,PE,83.59,overcast clouds,-8.1842,-76.5125,Residencial JATER
1229,Vila Do Maio,CV,75.99,scattered clouds,15.1333,-23.2167,Hotel Marilu
1230,Mongo,TD,78.78,broken clouds,12.1844,18.693,Résidences du Programme FIDA
1253,Paracuru,BR,80.11,scattered clouds,-3.41,-39.0306,Hotel Vento Brasil
1256,Cozumel,MX,87.08,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1266,Bousse,BF,76.64,overcast clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
1270,Nobres,BR,85.3,broken clouds,-14.7203,-56.3275,Hostel Eloáh Vila Bom Jardim
1276,Bayshore Gardens,US,81.21,clear sky,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
1280,Male,MV,82.35,broken clouds,4.1748,73.5089,Hotel Octave Maldives
1287,Domoni,KM,75.94,broken clouds,-12.2569,44.5319,Al Djadid
1290,Nata,PA,81.27,moderate rain,8.3333,-80.5167,Rey David
