City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Tucuman,AR,-26.8241,-65.2226,96.8,21,0,18.41,clear sky
349,Oistins,BB,13.0667,-59.5333,82.49,74,20,17.27,few clouds
350,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.95,81,21,8.79,few clouds
351,Tessalit,ML,20.1986,1.0114,74.79,16,100,6.51,overcast clouds
352,Caibarien,CU,22.5206,-79.4669,85.32,75,12,11.43,few clouds
353,Springfield,US,37.2153,-93.2982,36.21,87,100,8.05,overcast clouds
354,Toma,BF,12.7667,-2.8833,79.65,16,94,8.86,overcast clouds
355,Kishi,NG,9.0833,3.85,74.43,31,25,2.62,scattered clouds
356,Owensboro,US,37.7742,-87.1133,43.27,75,100,11.5,overcast clouds
357,Bubaque,GW,11.2833,-15.8333,82.99,66,100,9.91,overcast clouds
358,Rundu,NA,-17.9333,19.7667,79.74,40,50,8.61,scattered clouds
359,Kidal,ML,18.4411,1.4078,75.34,15,100,11.01,overcast clouds
360,Chiredzi,ZW,-21.05,31.6667,69.35,58,0,3.29,clear sky
361,Vryburg,ZA,-26.9566,24.7284,75.99,37,60,10.89,broken clouds
362,Vaxjo,SE,56.8777,14.8091,42.85,83,75,8.05,broken clouds
363,Japura,ID,-0.3167,102.35,73.4,95,96,1.95,overcast clouds
364,Kushmurun,KZ,52.4503,64.6311,21.22,93,100,12.5,light snow
365,Kilimatinde,TZ,-5.85,34.95,78.66,33,93,7.74,overcast clouds
366,Saposoa,PE,-6.934,-76.7716,74.23,98,100,1.21,overcast clouds
367,Muisne,EC,0.6,-80.0333,76.17,78,81,11.34,broken clouds
368,Bilma,NE,18.6853,12.9164,69.87,23,21,7.58,few clouds
369,Sovetskiy,RU,61.3614,63.5842,-0.33,88,100,8.39,overcast clouds
370,Pimentel,PE,-6.8367,-79.9342,70.09,64,0,18.41,clear sky
371,Nkoteng,CM,4.5167,12.0333,70.41,86,80,3.44,broken clouds
372,Norwich,GB,52.6278,1.2983,53.92,93,0,6.91,clear sky
373,Kishangarh,IN,26.5667,74.8667,65.84,45,0,5.97,clear sky
374,Greenwood,US,34.1668,-82.1165,45.01,99,100,5.75,mist
375,Millinocket,US,45.6573,-68.7098,33.91,60,100,6.91,overcast clouds
376,Mahajanga,MG,-15.7167,46.3167,77.02,94,40,9.22,thunderstorm
377,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,17.27,few clouds
378,Correntina,BR,-13.3433,-44.6367,72.68,88,87,3.65,overcast clouds
379,Marsh Harbour,BS,26.5412,-77.0636,80.06,72,14,7.02,few clouds
380,Sinnamary,GF,5.3833,-52.95,80.51,79,94,11.39,overcast clouds
381,Tacuati,PY,-23.45,-56.5833,77.59,53,0,4.03,clear sky
382,Lubango,AO,-14.9172,13.4925,63.27,38,90,1.3,overcast clouds
383,Calama,CL,-22.4667,-68.9333,75.69,7,0,23.02,clear sky
384,Athens,GR,37.9795,23.7162,62.17,79,75,1.99,broken clouds
385,Gamba,GA,-2.65,10.0,77.09,81,59,7.14,broken clouds
386,Cockburn Town,TC,21.4612,-71.1419,81.55,77,7,15.57,clear sky
387,Semnan,IR,35.5729,53.3971,47.86,46,0,2.21,clear sky
388,Haskovo,BG,41.9403,25.5694,45.52,76,20,1.12,few clouds
389,Uppsala,SE,60.0,17.75,38.71,87,100,6.91,overcast clouds
390,Aksehir,TR,38.3575,31.4164,45.91,51,6,3.85,clear sky
391,Asfi,MA,32.2994,-9.2372,67.1,71,70,5.3,broken clouds
392,Yarmouth,US,41.7057,-70.2286,43.97,68,100,5.01,overcast clouds
393,Taltal,CL,-25.4,-70.4833,64.6,75,32,5.28,scattered clouds
394,Miraflores,MX,19.2167,-98.8083,78.98,33,5,8.43,clear sky
395,Encruzilhada Do Sul,BR,-30.5439,-52.5219,70.03,50,0,8.25,clear sky
396,Kulhudhuffushi,MV,6.6221,73.07,81.01,77,97,9.64,overcast clouds
397,Harmanli,BG,41.9333,25.9,47.07,76,16,1.16,few clouds
398,Nueva Loja,EC,0.0847,-76.8828,71.62,100,75,6.91,broken clouds
399,Gemena,CD,3.25,19.7667,71.94,74,36,2.21,scattered clouds
400,Loandjili,CG,-4.7561,11.8578,76.98,82,86,6.33,overcast clouds
401,Darnah,LY,32.767,22.6367,65.97,76,0,11.27,clear sky
402,La Asuncion,VE,11.0333,-63.8628,81.91,77,6,17.98,light rain
403,Uglovka,RU,58.2392,33.5108,26.2,97,92,6.35,overcast clouds
404,Rawson,AR,-43.3002,-65.1023,79.18,31,2,10.4,clear sky
405,Cap Malheureux,MU,-19.9842,57.6142,68.47,66,61,3.0,broken clouds
406,Poim,RU,53.0264,43.1872,28.85,69,100,4.81,light snow
407,Vagay,RU,57.9375,69.0217,7.34,91,100,7.9,overcast clouds
408,Cabedelo,BR,-6.9811,-34.8339,79.47,76,42,10.51,scattered clouds
409,Ereymentau,KZ,51.6199,73.1033,25.29,82,74,18.92,broken clouds
410,Araouane,ML,18.9048,-3.5265,78.4,15,100,7.9,overcast clouds
411,Albany,US,42.6001,-73.9662,36.95,59,100,3.74,overcast clouds
412,Nola,IT,40.922,14.5329,62.92,91,100,2.42,overcast clouds
413,Traverse City,US,44.7631,-85.6206,34.84,97,100,5.01,overcast clouds
414,Charleston,US,32.7766,-79.9309,76.1,89,40,6.91,scattered clouds
415,Medea,DZ,36.2642,2.7539,55.62,58,78,4.76,broken clouds
416,Pasinler,TR,39.9803,41.6764,25.79,58,0,1.7,clear sky
417,Nguru,NG,12.8791,10.4526,73.98,23,6,10.51,clear sky
418,Tarrafal,CV,15.2833,-23.7667,75.99,76,77,12.62,broken clouds
419,Misratah,LY,32.3754,15.0925,69.35,55,0,9.01,clear sky
420,Mao,ES,39.8885,4.2658,68.56,83,20,18.41,few clouds
421,Leshukonskoye,RU,64.8989,45.7622,14.27,92,100,6.08,overcast clouds
422,Mugumu,TZ,-1.85,34.7,62.8,85,98,1.95,overcast clouds
423,Grindavik,IS,63.8424,-22.4338,49.95,93,100,8.05,light rain
424,Ancud,CL,-41.8697,-73.8203,54.34,98,100,11.99,light rain
425,Yar-Sale,RU,66.8333,70.8333,-11.22,93,25,4.25,scattered clouds
426,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,11.5,scattered clouds
427,Navrongo,GH,10.8956,-1.0921,79.25,19,2,6.64,clear sky
428,Lenzburg,CH,47.3885,8.175,50.54,97,100,1.99,light rain
429,Manaure,CO,11.7751,-72.4445,85.71,69,78,16.8,broken clouds
430,Iseyin,NG,7.9667,3.6,76.66,39,29,2.3,scattered clouds
431,Derzhavinsk,KZ,51.1,66.3167,25.63,93,100,17.85,light snow
432,Cabanas,CU,22.9758,-82.9219,81.52,72,59,10.67,light rain
433,Bitlis,TR,38.5,42.25,34.95,71,2,5.48,clear sky
434,Tsiroanomandidy,MG,-18.7667,46.0333,68.52,85,27,1.95,light rain
435,Novoagansk,RU,61.9449,76.6625,-2.87,91,86,13.29,overcast clouds
436,Buritizeiro,BR,-17.3511,-44.9622,72.86,90,95,3.04,moderate rain
437,Chatra,IN,24.2167,84.8667,57.25,62,0,5.66,clear sky
438,Derecske,HU,47.35,21.5667,48.65,93,75,3.44,mist
439,Takoradi,GH,4.8845,-1.7554,79.36,81,11,8.41,few clouds
440,Beloha,MG,-25.1667,45.05,73.89,79,99,3.62,overcast clouds
441,Piacabucu,BR,-10.4056,-36.4344,77.74,82,94,10.85,overcast clouds
442,Khuchni,RU,41.9499,47.9485,38.34,93,96,4.25,overcast clouds
443,Sept-Iles,CA,50.2001,-66.3821,26.6,72,100,8.05,overcast clouds
444,Belen,TR,36.4891,36.2233,53.74,72,75,6.91,broken clouds
445,Amontada,BR,-3.3617,-39.8317,80.74,57,13,11.63,few clouds
446,Adrar,MR,20.5022,-10.0711,74.1,30,2,9.95,clear sky
447,Plettenberg Bay,ZA,-34.0527,23.3716,60.87,74,77,7.09,broken clouds
448,Husavik,IS,66.0449,-17.3389,44.28,90,100,9.31,overcast clouds
449,Trinidad,BO,-14.8333,-64.9,85.98,66,40,5.75,scattered clouds
450,Cartagena,CO,10.3997,-75.5144,82.02,83,75,14.97,heavy intensity rain
451,Chapais,CA,49.7834,-74.8492,15.58,88,86,2.3,overcast clouds
452,General Pico,AR,-35.6566,-63.7568,86.32,28,52,3.83,broken clouds
453,Bam,IR,29.106,58.357,60.1,43,0,1.34,clear sky
454,Pontes E Lacerda,BR,-15.2261,-59.3353,88.68,43,99,4.12,overcast clouds
455,Panevezys,LT,55.7333,24.35,38.48,82,100,12.26,overcast clouds
456,Padilla,CO,3.2204,-76.3139,80.17,87,100,1.07,overcast clouds
457,Tripoli,LY,32.8752,13.1875,69.98,44,0,9.26,clear sky
458,Otjimbingwe,NA,-22.35,16.1333,74.32,28,0,5.21,clear sky
459,Gao,ML,16.6362,1.637,74.14,13,100,11.27,overcast clouds
460,Cartagena Del Chaira,CO,1.3349,-74.8429,77.27,93,100,4.23,heavy intensity rain
461,Saint-Paul,RE,-21.0096,55.2707,69.37,64,92,3.51,overcast clouds
462,Malacacheta,BR,-17.8422,-42.0767,69.17,95,100,1.88,overcast clouds
463,Tutoia,BR,-2.7619,-42.2744,79.27,76,2,13.18,clear sky
464,Camacupa,AO,-12.0167,17.4833,63.28,92,60,3.47,light rain
465,Antofagasta,CL,-23.65,-70.4,67.28,62,0,6.46,clear sky
466,Ritchie,ZA,-29.038,24.6028,65.41,50,94,11.97,overcast clouds
467,Remanso,BR,-9.6179,-42.0831,83.34,56,59,7.45,broken clouds
468,Boffa,GN,10.1667,-14.0333,76.5,86,100,3.18,overcast clouds
469,Ipixuna,BR,-1.7625,-48.8043,78.91,82,75,4.16,broken clouds
470,Tuskegee,US,32.424,-85.6916,58.14,100,100,3.0,overcast clouds
471,Knysna,ZA,-34.0363,23.0471,61.93,75,57,5.84,broken clouds
472,Gat,IL,31.61,34.7642,65.39,100,11,4.27,few clouds
473,Montepuez,MZ,-13.1256,38.9997,71.4,77,0,3.8,clear sky
474,Rio Gallegos,AR,-51.6226,-69.2181,71.65,14,40,34.52,scattered clouds
475,Pitimbu,BR,-7.4706,-34.8086,79.39,78,54,9.95,broken clouds
476,Erzincan,TR,39.75,39.5,27.7,93,6,1.14,clear sky
477,Plouzane,FR,48.3833,-4.6167,53.65,79,75,17.27,light rain
478,Springdale,US,36.1867,-94.1288,37.51,86,100,10.36,overcast clouds
479,Isabela,PH,6.7085,121.9711,77.05,85,99,1.77,overcast clouds
480,Barsovo,RU,61.1667,73.1667,-7.47,91,99,12.12,overcast clouds
481,Estelle,US,29.8458,-90.1067,55.4,77,100,12.66,overcast clouds
482,Savannah Bight,HN,16.45,-85.85,82.98,74,8,10.89,clear sky
483,Kudahuvadhoo,MV,2.6708,72.8944,81.1,74,78,12.84,broken clouds
484,Kedrovyy,RU,56.1667,91.8167,34.21,93,87,8.79,light snow
485,Praia,CV,14.9215,-23.5087,75.74,73,75,13.8,broken clouds
486,Andros Town,BS,24.7,-77.7667,81.3,72,6,10.69,clear sky
487,Warri,NG,5.5167,5.75,78.08,85,84,2.64,light rain
488,Karasburg,NA,-28.0167,18.75,59.4,35,9,12.62,clear sky
489,Doha,QA,25.2867,51.5333,78.78,78,0,3.44,clear sky
490,Tokmak,UA,47.2514,35.7058,35.8,89,21,7.56,few clouds
491,Omaruru,NA,-21.4333,15.9333,72.34,28,3,7.31,clear sky
492,Leisure City,US,25.4954,-80.4292,86.02,72,0,6.91,clear sky
493,Varhaug,NO,58.6147,5.6457,50.49,79,100,41.72,overcast clouds
494,Kitgum,UG,3.2783,32.8867,67.24,87,70,2.44,broken clouds
495,Morondava,MG,-20.2833,44.2833,77.92,82,47,8.05,moderate rain
496,Hambantota,LK,6.1241,81.1185,75.54,100,40,3.44,scattered clouds
497,Batticaloa,LK,7.7102,81.6924,77.72,83,99,4.9,overcast clouds
498,Nalut,LY,30.3333,10.85,61.18,28,0,4.63,clear sky
499,Taperoa,BR,-7.2075,-36.8267,82.54,50,62,16.82,broken clouds
500,Grajau,BR,-5.8194,-46.1386,76.93,88,63,2.71,broken clouds
501,Mapiripan,CO,2.8892,-72.1256,77.31,92,100,5.23,overcast clouds
502,Tres Arroyos,AR,-38.3739,-60.2798,82.71,25,0,12.57,clear sky
503,Vilhena,BR,-12.7406,-60.1458,84.42,61,40,3.44,scattered clouds
504,Ouadda,CF,8.0777,22.4007,70.21,38,9,4.76,clear sky
505,Krasnoye,UA,49.9145,24.6134,43.3,72,84,4.5,broken clouds
506,Acari,PE,-15.4311,-74.6158,75.0,55,13,9.28,few clouds
507,Pravia,ES,43.4906,-6.1508,57.49,63,75,10.36,broken clouds
508,Wattegama,LK,6.7989,81.4808,73.29,92,100,2.71,overcast clouds
509,Orihuela,ES,38.0848,-0.944,68.52,66,19,4.0,few clouds
510,Ocara,BR,-4.4908,-38.5967,80.17,57,4,11.05,clear sky
511,Benton Harbor,US,42.1167,-86.4542,36.93,85,100,4.61,mist
512,Talavera De La Reina,ES,39.9635,-4.8308,57.96,91,100,13.15,overcast clouds
513,Owando,CG,-0.4819,15.8999,70.88,98,96,0.89,moderate rain
514,Saint-Francois,FR,46.4154,3.9054,53.04,87,100,3.44,light rain
515,Vicuna,CL,-30.0319,-70.7081,82.78,39,100,5.84,overcast clouds
516,Krivosheino,RU,57.3431,83.9261,33.26,98,100,8.95,overcast clouds
517,Belyy Yar,RU,53.6039,91.3903,37.29,76,0,13.42,clear sky
518,Buenos Aires,AR,-34.6132,-58.3772,87.98,24,0,8.05,clear sky
519,Neuquen,AR,-38.9516,-68.0591,84.09,32,0,3.44,clear sky
520,Rocha,UY,-34.4833,-54.3333,66.99,57,0,12.35,clear sky
521,San Jose,US,37.3394,-121.895,67.51,36,0,10.36,clear sky
522,Sao Desiderio,BR,-12.3633,-44.9733,75.09,79,82,1.79,broken clouds
523,Palora,EC,-1.7,-77.9333,80.71,97,100,2.04,light rain
524,Ilave,PE,-16.0833,-69.6667,61.3,26,0,15.7,clear sky
525,Big Rapids,US,43.6981,-85.4837,33.87,93,100,4.61,snow
526,Qaqortoq,GL,60.7167,-46.0333,24.58,90,100,3.67,overcast clouds
527,Fort-Shevchenko,KZ,44.5086,50.263,37.76,58,51,10.18,broken clouds
528,Antsohihy,MG,-14.8796,47.9875,71.92,87,100,2.24,light rain
529,Rabat,MA,33.9911,-6.8401,68.04,83,40,0.0,scattered clouds
530,Laje,BR,-10.1833,-40.9667,78.73,63,95,3.94,overcast clouds
531,Acarau,BR,-2.8856,-40.12,79.34,69,22,17.13,few clouds
532,Raga,SS,8.4596,25.678,74.7,30,21,4.21,few clouds
533,Le Port,RE,-20.9373,55.2919,69.26,52,91,2.44,overcast clouds
534,Atar,MR,20.5169,-13.0499,80.62,26,5,15.9,clear sky
535,Killorglin,IE,52.1,-9.7833,44.83,91,100,4.18,overcast clouds
536,Nizhniy Kislyay,RU,50.8497,40.1719,30.67,58,100,8.46,overcast clouds
537,Hukuntsi,BW,-24.0,21.75,79.86,33,41,12.19,scattered clouds
538,El Porvenir,HN,13.7617,-87.3458,87.13,52,16,3.94,few clouds
539,Morant Bay,JM,17.8815,-76.4093,84.7,72,3,10.29,clear sky
540,Nizhnevartovsk,RU,60.9344,76.5531,-3.98,77,0,8.95,clear sky
541,Spring Hill,US,28.4769,-82.5255,80.64,70,0,4.61,clear sky
542,Kasongo,CD,-4.45,26.6667,66.16,95,100,1.3,overcast clouds
543,Sasovo,RU,54.3537,41.9199,29.23,73,100,4.56,overcast clouds
544,Hamilton,US,39.1834,-84.5333,42.44,89,100,3.44,mist
545,Copiapo,CL,-27.3667,-70.3333,64.09,35,65,6.71,broken clouds
546,Barra Do Pirai,BR,-22.47,-43.8256,69.35,95,100,4.12,light rain
547,Lebu,CL,-37.6167,-73.65,61.54,78,24,9.13,few clouds
548,Capoterra,IT,39.1763,8.9718,65.98,87,20,4.61,few clouds
549,Cumberland,US,35.0502,-78.8664,57.49,96,100,6.91,mist
550,Tazovskiy,RU,67.4667,78.7,-17.9,99,34,5.06,scattered clouds
551,Keetmanshoop,NA,-26.5833,18.1333,65.71,27,19,15.01,few clouds
552,Luena,AO,-11.7833,19.9167,63.63,82,31,2.71,scattered clouds
553,Puerto Leguizamo,CO,-0.1934,-74.7819,75.61,93,100,1.23,overcast clouds
554,Mwandiga,TZ,-4.83,29.6581,69.67,88,46,6.51,light rain
555,Guarapari,BR,-20.6667,-40.4975,76.89,95,100,16.24,overcast clouds
556,Murgab,TM,37.4966,61.9714,46.27,81,100,4.61,overcast clouds
557,Mugma,IN,23.7667,86.7333,63.86,47,0,5.12,clear sky
558,Methoni,GR,36.8197,21.7049,61.21,78,92,6.71,overcast clouds
559,Pailon,BO,-17.65,-62.75,91.08,36,22,2.91,few clouds
560,Roros,NO,62.5747,11.3842,28.22,84,22,15.1,few clouds
561,Senador Jose Porfirio,BR,-2.5908,-51.9542,83.28,66,96,3.02,overcast clouds
562,Monrovia,LR,6.3005,-10.7969,78.55,80,98,2.59,light rain
563,Barth,DE,54.3635,12.7249,47.05,86,71,18.63,broken clouds
564,Yumbel,CL,-37.0833,-72.5667,80.83,29,0,10.54,clear sky
565,Cuamba,MZ,-14.8031,36.5372,72.77,80,97,4.54,overcast clouds
566,Etah,IN,27.6333,78.6667,68.95,48,0,4.36,clear sky
567,Usinsk,RU,65.9939,57.5281,-13.63,98,14,6.38,few clouds
568,Aligudarz,IR,33.4006,49.6949,42.57,53,0,3.78,clear sky
569,Ruthin,GB,53.1137,-3.3178,47.25,95,100,1.74,overcast clouds
570,Calvia,ES,39.5657,2.5062,68.47,75,68,24.54,broken clouds
571,Hagere Hiywet,ET,8.9833,37.85,52.45,54,1,5.82,clear sky
572,Zwedru,LR,6.0667,-8.1281,73.76,89,86,2.93,light rain
573,Lukovetskiy,RU,64.2956,41.9211,25.12,96,100,4.65,overcast clouds
574,Okahandja,NA,-21.9833,16.9167,73.11,21,0,8.32,clear sky
575,Neftegorsk,RU,52.802,51.166,20.7,90,29,5.91,scattered clouds
576,Maceio,BR,-9.6658,-35.7353,78.24,83,0,8.05,clear sky
577,Mondovi,IT,44.396,7.8176,52.79,96,100,2.01,overcast clouds
578,Camoapa,NI,12.3839,-85.5116,75.42,87,81,12.01,broken clouds
579,Varzea Alegre,BR,-5.35,-40.3833,88.47,33,13,6.62,few clouds
580,Dawlatabad,AF,36.4141,64.9053,47.62,50,2,3.67,clear sky
581,Laureles,US,26.1092,-97.4941,62.74,68,100,12.66,overcast clouds
582,Masuguru,TZ,-11.3667,38.4167,78.89,59,0,7.09,clear sky
583,Bryukhovetskaya,RU,45.806,38.9996,36.41,61,3,6.62,clear sky
584,Manitouwadge,CA,49.1215,-85.8403,24.91,72,88,5.44,overcast clouds
585,Piet Retief,ZA,-27.0071,30.8132,58.93,85,32,1.12,scattered clouds
586,Kuito,AO,-12.3833,16.9333,61.61,90,92,3.06,light rain
587,Springbok,ZA,-29.6643,17.8865,51.58,68,30,4.45,scattered clouds
588,Coxim,BR,-18.5067,-54.76,89.46,35,86,7.87,overcast clouds
589,Salalah,OM,17.0151,54.0924,74.73,65,2,1.16,clear sky
590,Halifax,CA,44.6453,-63.5724,39.2,67,57,13.8,broken clouds
591,Formosa Do Rio Preto,BR,-11.0483,-45.1931,80.02,59,93,1.86,overcast clouds
592,Palafrugell,ES,41.9174,3.1631,62.26,9,41,6.98,scattered clouds
593,Chyhyryn,UA,49.0838,32.6555,40.1,79,40,12.08,scattered clouds
594,Chicama,PE,-7.8447,-79.1469,64.94,65,61,9.89,broken clouds
595,Marovoay,MG,-16.1,46.6333,73.6,85,84,3.98,light rain
596,Sandi,IN,27.3,79.95,68.38,48,0,6.08,clear sky
597,Ambilobe,MG,-13.2,49.05,74.71,82,80,1.99,light rain
598,Leh,IN,34.1667,77.5833,15.15,81,47,1.23,scattered clouds
599,Nuevitas,CU,21.5453,-77.2644,82.92,67,5,9.04,clear sky
600,Salinas,US,36.6777,-121.6555,70.0,46,0,8.05,clear sky
601,Toritama,BR,-8.0067,-36.0567,78.21,67,45,12.62,scattered clouds
602,Inta,RU,66.0317,60.1659,-13.95,96,13,6.29,few clouds
603,Awbari,LY,26.5921,12.7805,63.32,33,100,4.03,overcast clouds
604,Sechura,PE,-5.5569,-80.8222,72.61,61,100,13.85,overcast clouds
605,Imbituba,BR,-28.24,-48.6703,71.51,67,23,3.8,few clouds
606,Danville,US,36.586,-79.395,43.43,94,100,8.05,moderate rain
607,Ust-Kalmanka,RU,52.1207,83.305,38.01,68,93,26.57,overcast clouds
608,Jagatsinghapur,IN,20.2667,86.1667,62.96,60,0,4.05,clear sky
609,Peniche,PT,39.3558,-9.3811,62.11,83,100,13.22,overcast clouds
610,Taoudenni,ML,22.6783,-3.9836,79.59,13,74,11.81,broken clouds
611,Dibulla,CO,11.2725,-73.3091,83.55,80,100,10.31,light rain
612,San Juan,AR,-31.5375,-68.5364,92.61,16,100,9.62,overcast clouds
613,Odda,NO,60.0691,6.5457,41.99,82,100,15.64,overcast clouds
614,Diego De Almagro,CL,-26.3667,-70.05,76.05,29,84,8.12,broken clouds
615,Palmas,BR,-10.2128,-48.3603,84.07,79,20,3.44,few clouds
616,Mastic Beach,US,40.7668,-72.8521,46.02,74,100,8.01,overcast clouds
617,Ahmadpur East,PK,29.1431,71.2598,65.1,41,0,5.14,clear sky
618,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,43.68,79,86,3.0,overcast clouds
619,Catamarca,AR,-28.4696,-65.7852,90.07,29,95,15.01,overcast clouds
620,Santiago Del Estero,AR,-27.7951,-64.2615,94.87,18,80,14.05,broken clouds
621,Figeac,FR,44.75,1.9167,50.76,95,100,5.39,overcast clouds
622,Porto Velho,BR,-8.7619,-63.9039,75.25,94,75,5.75,heavy intensity rain
623,Georgiyevka,KZ,43.0369,74.7114,35.64,93,100,6.71,light intensity drizzle
624,Ghanzi,BW,-21.5667,21.7833,78.85,35,7,14.07,clear sky
625,Mongoumba,CF,3.6415,18.5936,74.32,70,16,1.66,few clouds
626,Bara,NG,10.3744,10.7288,76.86,29,30,8.23,scattered clouds
627,Consolacion Del Sur,CU,22.5047,-83.5136,84.06,61,18,7.45,few clouds
628,Trairi,BR,-3.2778,-39.2689,78.98,68,49,11.97,scattered clouds
629,Unhel,IN,23.3333,75.5667,65.46,37,0,4.76,clear sky
630,Conde,BR,-7.2597,-34.9075,78.26,73,75,5.75,broken clouds
631,Soligalich,RU,59.0778,42.2864,25.25,86,63,1.83,broken clouds
632,San Matias,BO,-16.3667,-58.4,88.59,50,67,7.52,broken clouds
633,Aljezur,PT,37.3191,-8.8033,65.34,93,100,14.14,overcast clouds
634,Peruibe,BR,-24.32,-46.9983,71.49,70,0,5.23,clear sky
635,Camacari,BR,-12.6975,-38.3242,80.37,83,100,8.77,overcast clouds
636,Rahon,IN,31.05,76.1167,62.11,53,2,5.75,clear sky
637,Dalvik,IS,65.9702,-18.5286,46.33,97,100,10.4,overcast clouds
638,Manyana,BW,-23.4,21.7167,76.46,38,15,8.43,few clouds
639,Alta Floresta,BR,-9.8756,-56.0861,73.6,93,70,1.68,broken clouds
640,Macau,MO,22.2006,113.5461,75.0,88,20,12.66,few clouds
641,Mubende,UG,0.5606,31.39,62.13,98,100,1.81,overcast clouds
642,Opuwo,NA,-18.0607,13.84,68.85,33,0,4.88,clear sky
643,Kurchum,KZ,48.5722,83.6542,35.73,83,71,7.09,broken clouds
644,Tingi,TZ,-11.3,35.0333,68.32,48,19,3.18,few clouds
645,Zapolyarnyy,RU,69.4154,30.8136,34.88,90,100,17.22,overcast clouds
646,Pafos,CY,34.7667,32.4167,58.78,77,20,9.22,few clouds
647,Ndago,TZ,-4.6,34.35,70.03,59,98,4.0,overcast clouds
648,Manoel Urbano,BR,-8.8389,-69.2597,80.24,78,93,2.82,heavy intensity rain
649,Ndende,GA,-2.4008,11.3581,71.73,96,99,2.24,overcast clouds
650,Humaita,BR,-7.5061,-63.0208,74.91,98,100,5.28,moderate rain
651,Harlingen,US,26.1906,-97.6961,65.19,38,100,9.22,overcast clouds
652,Kintampo,GH,8.0563,-1.7306,76.17,39,25,2.95,scattered clouds
653,Gwadar,PK,25.1216,62.3254,77.68,71,11,1.63,few clouds
654,Benevides,BR,-1.3614,-48.2447,85.8,82,88,3.8,overcast clouds
655,Rohri,PK,27.6922,68.8951,62.47,77,50,0.0,haze
656,Lavumisa,SZ,-27.31,31.892,65.73,85,2,3.94,clear sky
657,Pavelets,RU,53.7883,39.246,27.68,96,100,7.87,snow
658,Caucaia,BR,-3.7361,-38.6531,80.55,75,0,9.22,clear sky
659,Luba,GQ,3.4568,8.5547,78.69,78,100,7.38,overcast clouds
660,Zatoka,UA,46.0725,30.4654,53.08,75,100,11.14,overcast clouds
661,Chimbarongo,CL,-34.7,-71.05,85.08,24,65,7.81,broken clouds
662,Krasnoselkup,RU,65.7,82.4667,-16.69,87,3,10.07,clear sky
663,Laval,CA,45.57,-73.692,33.85,62,100,9.22,overcast clouds
664,Cordoba,AR,-31.4135,-64.1811,92.25,19,0,18.41,clear sky
665,Akdepe,TM,42.0551,59.3788,39.29,63,68,6.98,broken clouds
666,Kutno,PL,52.2306,19.3641,42.1,91,52,6.46,broken clouds
667,Tsaratanana,MG,-16.7833,47.65,72.03,75,18,4.45,few clouds
668,Ajdabiya,LY,30.7554,20.2263,64.58,72,0,4.52,clear sky
669,Bugene,TZ,-1.5911,31.1403,59.31,93,95,2.21,overcast clouds
670,Abha,SA,18.2164,42.5053,57.02,88,18,4.61,few clouds
671,Pozo Colorado,PY,-23.4923,-58.7972,77.86,44,0,6.96,clear sky
672,Independencia,BR,-5.3964,-40.3086,86.18,36,21,4.41,few clouds
673,Mamallapuram,IN,12.6264,80.1722,77.05,75,44,8.72,scattered clouds
674,Lekoni,GA,-1.5843,14.2591,72.61,91,94,4.07,moderate rain
675,Antalaha,MG,-14.9003,50.2788,70.0,91,5,5.46,clear sky
676,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.68,95,100,2.06,moderate rain
677,Saint-Augustin,CA,51.226,-58.6502,21.27,86,78,6.31,broken clouds
678,Sandnessjoen,NO,66.0217,12.6316,40.64,58,0,1.99,clear sky
679,Mokrous,RU,51.2333,47.5167,24.89,76,60,6.08,broken clouds
680,Korla,CN,41.7597,86.1469,35.06,51,43,3.4,scattered clouds
681,Ambovombe,MG,-25.1667,46.0833,69.67,91,99,11.1,heavy intensity rain
682,Anamur,TR,36.0751,32.8369,63.41,53,0,5.77,clear sky
683,Paramonga,PE,-10.6667,-77.8333,66.65,79,29,9.13,scattered clouds
684,Turayf,SA,31.6725,38.6637,57.45,94,0,6.91,clear sky
685,Santa Cruz,BO,-17.8,-63.1667,89.65,48,20,5.75,few clouds
686,Uinskoye,RU,56.8817,56.5813,14.02,91,100,5.44,overcast clouds
687,Purpe,RU,64.4803,76.6897,-14.53,84,6,11.3,clear sky
688,Comodoro Rivadavia,AR,-45.8667,-67.5,82.26,18,0,24.16,clear sky
689,Windhoek,NA,-22.5594,17.0832,73.11,20,0,2.3,clear sky
690,Rafaela,AR,-31.2503,-61.4867,91.0,15,77,1.99,broken clouds
691,Nove Straseci,CZ,50.1527,13.9004,39.25,98,11,2.35,few clouds
692,Belovo,RU,54.4165,86.2976,34.68,95,100,21.59,light snow
693,San Luis,AR,-33.295,-66.3356,83.71,22,93,14.74,overcast clouds
694,Marquette,US,46.5333,-87.6335,32.04,84,100,7.4,light snow
695,La Palma,US,33.8464,-118.0467,76.5,36,20,10.36,few clouds
696,Bataipora,BR,-22.2953,-53.2711,70.03,48,0,6.42,clear sky
697,Senno,RU,59.5336,33.9167,29.26,96,65,2.13,broken clouds
